target_id	length	eff_length	X1	X2	X3	BORED_1	BORED_2	BORED_3	EXCITED_1	EXCITED_2	EXCITED_3
AAA-750000-UP-4	1059	863.480	0	0	0	8060.0	7158.0	8762.0	69547.0	44589.0	56743.0
ABA-187500-UP-4	523	325.480	0	0	0	976.0	735.0	1008.0	9161.0	6738.0	7308.0
ACA-46875-UP-4	1033	837.480	0	0	0	498.0	396.0	502.0	4437.0	3036.0	3644.0
ADA-23438-UP-4	1022	823.480	0	0	0	206.0	151.0	237.0	1912.0	1226.0	1663.0
AEA-11719-UP-4	1991	1795.480	0	0	0	257.0	212.0	280.0	2105.0	1398.0	1954.0
AFA-5859-UP-4	1124	926.480	0	0	0	67.0	79.0	97.0	718.0	462.0	621.0
AGA-2930-UP-4	521	325.480	0	0	0	38.0	33.0	36.0	313.0	205.0	270.0
AHA-2930-UP-4	771	573.480	0	0	0	37.0	35.0	32.0	313.0	191.0	237.0
AIA-1465-UP-4	1023	825.480	0	0	0	22.0	9.0	13.0	197.0	109.0	144.0
AJA-732-UP-4	644	445.480	0	0	0	5.0	6.0	3.0	33.0	21.0	21.0
AKA-732-UP-4	538	339.480	0	0	0	1.0	1.0	6.0	20.0	11.0	11.0
ALA-366-UP-4	1023	825.480	0	0	0	2.0	2.0	7.0	45.0	26.0	36.0
AMA-183-UP-4	537	339.480	0	0	0	3.0	0.0	2.0	6.0	10.0	6.0
ANA-183-UP-4	844	646.480	0	0	0	2.0	3.0	2.0	20.0	8.0	15.0
APA-92-UP-4	1130	932.480	0	0	0	2.0	0.0	2.0	9.0	10.0	8.0
ARA-46-UP-4	2022	1826.480	0	0	0	0.0	3.0	0.0	2.0	3.0	4.0
ASA-46-UP-4	274	88.226	0	0	0	0.0	0.0	1.0	1.0	0.0	1.0
ATA-23-UP-4	1023	825.480	0	0	0	0.0	1.0	0.0	1.0	1.0	0.0
AUA-11-UP-4	523	324.480	0	0	0	0.0	0.0	0.0	2.0	0.0	0.0
AVA-11-UP-4	494	296.480	0	0	0	0.0	0.0	0.0	0.0	0.0	1.0
AWA-6-UP-4	1022	824.480	0	0	0	0.0	0.0	0.0	0.0	0.0	2.0
AXA-3-UP-4	1136	939.480	0	0	0	0.0	0.0	0.0	0.0	0.0	1.0
AYA-1-UP-4	1022	825.480	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0
BAB-1500000-SAME-1	1107	909.480	0	0	0	20563.0	18224.0	22643.0	44119.0	28450.0	36274.0
BBB-375000-SAME-1	505	307.480	0	0	0	1916.0	1656.0	2105.0	3801.0	2664.0	3346.0
BCB-93750-SAME-1	984	786.480	0	0	0	668.0	499.0	669.0	1406.0	922.0	1153.0
BDB-46875-SAME-1	1023	825.480	0	0	0	646.0	544.0	687.0	1485.0	1041.0	1241.0
BEB-23438-SAME-1	523	324.480	0	0	0	200.0	132.0	210.0	502.0	330.0	349.0
BFB-11719-SAME-1	1130	932.480	0	0	0	100.0	89.0	114.0	250.0	124.0	184.0
BGB-5859-SAME-1	1994	1796.480	0	0	0	138.0	127.0	130.0	284.0	189.0	233.0
BHB-5859-SAME-1	274	89.037	0	0	0	5.0	0.0	4.0	12.0	9.0	5.0
BIB-2930-SAME-1	1023	825.480	0	0	0	23.0	26.0	35.0	52.0	49.0	60.0
BJB-1465-SAME-1	494	296.480	0	0	0	1.0	6.0	7.0	3.0	3.0	7.0
BKB-1465-SAME-1	1118	923.480	0	0	0	8.0	6.0	7.0	22.0	7.0	17.0
BLB-732-SAME-1	1019	821.480	0	0	0	15.0	12.0	23.0	42.0	21.0	37.0
BMB-366-SAME-1	743	545.480	0	0	0	1.0	1.0	2.0	5.0	9.0	4.0
BNB-366-SAME-1	644	446.480	0	0	0	1.0	1.0	2.0	7.0	0.0	3.0
BPB-183-SAME-1	1138	940.480	0	0	0	1.0	0.0	5.0	5.0	2.0	4.0
BRB-92-SAME-1	536	338.480	0	0	0	0.0	0.0	0.0	0.0	2.0	1.0
BSB-92-SAME-1	603	405.480	0	0	0	1.0	0.0	0.0	3.0	1.0	0.0
BTB-46-SAME-1	1027	830.480	0	0	0	1.0	1.0	2.0	1.0	2.0	2.0
BUB-23-SAME-1	2022	1848.480	0	0	0	0.0	0.0	1.0	1.0	3.0	0.0
BVB-23-SAME-1	493	296.480	0	0	0	0.0	0.0	1.0	0.0	2.0	0.0
BWB-11-SAME-1	1024	825.480	0	0	0	1.0	0.0	0.0	0.0	1.0	0.0
BXB-6-SAME-1	1136	938.480	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0
BYB-1-SAME-1	1023	825.480	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0
CAC-2250000-DOWN-0.67	522	324.480	0	0	0	20982.0	17539.0	22797.0	31287.0	23168.0	26248.0
CBC-562500-DOWN-0.67	840	643.480	0	0	0	6962.0	5950.0	7755.0	9740.0	6529.0	8342.0
CCC-140625-DOWN-0.67	1042	842.480	0	0	0	1015.0	930.0	1115.0	1522.0	996.0	1240.0
CDC-70312-DOWN-0.67	994	796.480	0	0	0	1017.0	813.0	1042.0	1315.0	954.0	1103.0
CEC-35156-DOWN-0.67	642	444.480	0	0	0	188.0	169.0	229.0	241.0	161.0	188.0
CFC-17578-DOWN-0.67	1156	961.480	0	0	0	203.0	208.0	263.0	366.0	191.0	251.0
CGC-8789-DOWN-0.67	523	325.480	0	0	0	46.0	36.0	52.0	95.0	65.0	58.0
CHC-8789-DOWN-0.67	642	444.480	0	0	0	82.0	59.0	74.0	124.0	66.0	96.0
CIC-4395-DOWN-0.67	994	796.480	0	0	0	57.0	47.0	67.0	87.0	47.0	66.0
CJC-2197-DOWN-0.67	1350	1150.480	0	0	0	32.0	28.0	24.0	32.0	30.0	41.0
CKC-2197-DOWN-0.67	274	87.430	0	0	0	2.0	3.0	7.0	5.0	1.0	2.0
CLC-1099-DOWN-0.67	1019	821.480	0	0	0	21.0	12.0	22.0	29.0	23.0	21.0
CMC-549-DOWN-0.67	784	585.480	0	0	0	0.0	6.0	2.0	7.0	5.0	4.0
CNC-549-DOWN-0.67	740	542.480	0	0	0	2.0	0.0	6.0	7.0	3.0	2.0
CPC-275-DOWN-0.67	1136	938.480	0	0	0	2.0	7.0	9.0	4.0	4.0	5.0
CRC-137-DOWN-0.67	536	338.480	0	0	0	1.0	0.0	0.0	0.0	0.0	0.0
CSC-137-DOWN-0.67	744	546.480	0	0	0	0.0	2.0	1.0	1.0	0.0	2.0
